location,GLO,,,,,,,,,,
reference product,diesel production,,,,,,,,,,
type,process,,,,,,,,,,
unit,kilogram,,,,,,,,,,
Exchanges,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,
Butane,0.00000655,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon dioxide, fossil",0.004082,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon monoxide, fossil",8.61E-08,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Cobalt, in ground",0.00000501,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Methane,0.00000011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,,
"Nickel, in ground",0.000000193,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
"Platinum, in ground",1.62E-08,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Propane,0.00000231,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Water, cooling, unspecified natural origin",0.555046,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,,
"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, PEM electrolysis powered with solar, included PEM electrolyser construction",1,lci-all,GLO,kilogram,,production,diesel production,,,,
Cooling Water 20-25,30.7951,lci-all,GLO,megajoule,,technosphere,Cooling Water 20-25,,,,
aluminium oxide production,0.00000174,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
aluminium oxide production,0.0000201,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
"carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, with heat pump heat, and grid electricity",3.080121,lci-all,GLO,kilogram,,technosphere,"carbon dioxide, captured from atmosphere",,,,
"hydrogen production, PEM electrolysis powered with solar, included PEM electrolyser construction",0.54844,lci-all,GLO,kilogram,,technosphere,"Hydrogen, gaseous, 25 bar",,,,
"market for wastewater, average",-0.00371,ecoinvent3.8_cutoff,RoW,cubic meter,,technosphere,"wastewater, average",,,,
"market for zeolite, powder",0.0000016,ecoinvent3.8_cutoff,GLO,kilogram,,technosphere,"zeolite, powder",,,,
"market group for electricity, low voltage",0.380066,ecoinvent3.8_cutoff,GLO,kilowatt hour,,technosphere,"electricity, low voltage",,,,
,,,,,,,,,,,
Activity,"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, PEM electrolysis powered with wind, 1-3MW turbine, onshore, included PEM electrolyser construction",,,,,,,,,,
comment,"Here we performed energy allocation!
Taken from Medrano-García, J. D.; Charalambous, M. A.; Guillén-Gosálbez, G. Economic and Environmental Barriers of CO2-Based Fischer–Tropsch Electro-Diesel. ACS Sustain. Chem. Eng. 2022, 10 (36), 11751–11759. https://doi.org/10.1021/acssuschemeng.2c01983
Energy allocation
Diesel = 0.39590239
Gasoline = 0.351679186
Kerosene = 0.252418424",,,,,,,,,,
location,GLO,,,,,,,,,,
reference product,diesel production,,,,,,,,,,
type,process,,,,,,,,,,
unit,kilogram,,,,,,,,,,
Exchanges,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,
Butane,0.00000655,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon dioxide, fossil",0.004082,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon monoxide, fossil",8.61E-08,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Cobalt, in ground",0.00000501,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Methane,0.00000011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,,
"Nickel, in ground",0.000000193,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
"Platinum, in ground",1.62E-08,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Propane,0.00000231,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Water, cooling, unspecified natural origin",0.555046,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,,
"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, PEM electrolysis powered with wind, 1-3MW turbine, onshore, included PEM electrolyser construction",1,lci-all,GLO,kilogram,,production,diesel production,,,,
Cooling Water 20-25,30.7951,lci-all,GLO,megajoule,,technosphere,Cooling Water 20-25,,,,
aluminium oxide production,0.00000174,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
aluminium oxide production,0.0000201,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
"carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, with heat pump heat, and grid electricity",3.080121,lci-all,GLO,kilogram,,technosphere,"carbon dioxide, captured from atmosphere",,,,
"hydrogen production, PEM electrolysis powered with wind, 1-3MW turbine, onshore, included PEM electrolyser construction",0.54844,lci-all,GLO,kilogram,,technosphere,"Hydrogen, gaseous, 25 bar",,,,
"market for wastewater, average",-0.00371,ecoinvent3.8_cutoff,RoW,cubic meter,,technosphere,"wastewater, average",,,,
"market for zeolite, powder",0.0000016,ecoinvent3.8_cutoff,GLO,kilogram,,technosphere,"zeolite, powder",,,,
"market group for electricity, low voltage",0.380066,ecoinvent3.8_cutoff,GLO,kilowatt hour,,technosphere,"electricity, low voltage",,,,
,,,,,,,,,,,
Activity,"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, PEM electrolysis powered with wind, 1-3MW turbine, offshore, included PEM electrolyser construction",,,,,,,,,,
comment,"Here we performed energy allocation!
Taken from Medrano-García, J. D.; Charalambous, M. A.; Guillén-Gosálbez, G. Economic and Environmental Barriers of CO2-Based Fischer–Tropsch Electro-Diesel. ACS Sustain. Chem. Eng. 2022, 10 (36), 11751–11759. https://doi.org/10.1021/acssuschemeng.2c01983
Energy allocation
Diesel = 0.39590239
Gasoline = 0.351679186
Kerosene = 0.252418424",,,,,,,,,,
location,GLO,,,,,,,,,,
reference product,diesel production,,,,,,,,,,
type,process,,,,,,,,,,
unit,kilogram,,,,,,,,,,
Exchanges,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,
Butane,0.00000655,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon dioxide, fossil",0.004082,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon monoxide, fossil",8.61E-08,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Cobalt, in ground",0.00000501,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Methane,0.00000011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,,
"Nickel, in ground",0.000000193,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
"Platinum, in ground",1.62E-08,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Propane,0.00000231,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Water, cooling, unspecified natural origin",0.555046,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,,
"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, PEM electrolysis powered with wind, 1-3MW turbine, offshore, included PEM electrolyser construction",1,lci-all,GLO,kilogram,,production,diesel production,,,,
Cooling Water 20-25,30.7951,lci-all,GLO,megajoule,,technosphere,Cooling Water 20-25,,,,
aluminium oxide production,0.00000174,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
aluminium oxide production,0.0000201,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
"carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, with heat pump heat, and grid electricity",3.080121,lci-all,GLO,kilogram,,technosphere,"carbon dioxide, captured from atmosphere",,,,
"hydrogen production, PEM electrolysis powered with wind, 1-3MW turbine, offshore, included PEM electrolyser construction",0.54844,lci-all,GLO,kilogram,,technosphere,"Hydrogen, gaseous, 25 bar",,,,
"market for wastewater, average",-0.00371,ecoinvent3.8_cutoff,RoW,cubic meter,,technosphere,"wastewater, average",,,,
"market for zeolite, powder",0.0000016,ecoinvent3.8_cutoff,GLO,kilogram,,technosphere,"zeolite, powder",,,,
"market group for electricity, low voltage",0.380066,ecoinvent3.8_cutoff,GLO,kilowatt hour,,technosphere,"electricity, low voltage",,,,
,,,,,,,,,,,
Activity,"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, PEM electrolysis powered with wind, >3MW turbine, onshore, included PEM electrolyser construction",,,,,,,,,,
comment,"Here we performed energy allocation!
Taken from Medrano-García, J. D.; Charalambous, M. A.; Guillén-Gosálbez, G. Economic and Environmental Barriers of CO2-Based Fischer–Tropsch Electro-Diesel. ACS Sustain. Chem. Eng. 2022, 10 (36), 11751–11759. https://doi.org/10.1021/acssuschemeng.2c01983
Energy allocation
Diesel = 0.39590239
Gasoline = 0.351679186
Kerosene = 0.252418424",,,,,,,,,,
location,GLO,,,,,,,,,,
reference product,diesel production,,,,,,,,,,
type,process,,,,,,,,,,
unit,kilogram,,,,,,,,,,
Exchanges,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,
Butane,0.00000655,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon dioxide, fossil",0.004082,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon monoxide, fossil",8.61E-08,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Cobalt, in ground",0.00000501,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Methane,0.00000011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,,
"Nickel, in ground",0.000000193,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
"Platinum, in ground",1.62E-08,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Propane,0.00000231,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Water, cooling, unspecified natural origin",0.555046,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,,
"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, PEM electrolysis powered with wind, >3MW turbine, onshore, included PEM electrolyser construction",1,lci-all,GLO,kilogram,,production,diesel production,,,,
Cooling Water 20-25,30.7951,lci-all,GLO,megajoule,,technosphere,Cooling Water 20-25,,,,
aluminium oxide production,0.00000174,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
aluminium oxide production,0.0000201,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
"carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, with heat pump heat, and grid electricity",3.080121,lci-all,GLO,kilogram,,technosphere,"carbon dioxide, captured from atmosphere",,,,
"hydrogen production, PEM electrolysis powered with wind, >3MW turbine, onshore, included PEM electrolyser construction",0.54844,lci-all,GLO,kilogram,,technosphere,"Hydrogen, gaseous, 25 bar",,,,
"market for wastewater, average",-0.00371,ecoinvent3.8_cutoff,RoW,cubic meter,,technosphere,"wastewater, average",,,,
"market for zeolite, powder",0.0000016,ecoinvent3.8_cutoff,GLO,kilogram,,technosphere,"zeolite, powder",,,,
"market group for electricity, low voltage",0.380066,ecoinvent3.8_cutoff,GLO,kilowatt hour,,technosphere,"electricity, low voltage",,,,
,,,,,,,,,,,
Activity,"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, PEM electrolysis, powered with BECCS, CHP plant with wood chips, included PEM electrolyser construction",,,,,,,,,,
comment,"Here we performed energy allocation!
Taken from Medrano-García, J. D.; Charalambous, M. A.; Guillén-Gosálbez, G. Economic and Environmental Barriers of CO2-Based Fischer–Tropsch Electro-Diesel. ACS Sustain. Chem. Eng. 2022, 10 (36), 11751–11759. https://doi.org/10.1021/acssuschemeng.2c01983
Energy allocation
Diesel = 0.39590239
Gasoline = 0.351679186
Kerosene = 0.252418424",,,,,,,,,,
location,GLO,,,,,,,,,,
reference product,diesel production,,,,,,,,,,
type,process,,,,,,,,,,
unit,kilogram,,,,,,,,,,
Exchanges,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,
Butane,0.00000655,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon dioxide, fossil",0.004082,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon monoxide, fossil",8.61E-08,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Cobalt, in ground",0.00000501,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Methane,0.00000011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,,
"Nickel, in ground",0.000000193,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
"Platinum, in ground",1.62E-08,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Propane,0.00000231,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Water, cooling, unspecified natural origin",0.555046,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,,
"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, PEM electrolysis, powered with BECCS, CHP plant with wood chips, included PEM electrolyser construction",1,lci-all,GLO,kilogram,,production,diesel production,,,,
Cooling Water 20-25,30.7951,lci-all,GLO,megajoule,,technosphere,Cooling Water 20-25,,,,
aluminium oxide production,0.00000174,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
aluminium oxide production,0.0000201,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
"carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, with heat pump heat, and grid electricity",3.080121,lci-all,GLO,kilogram,,technosphere,"carbon dioxide, captured from atmosphere",,,,
"hydrogen production, PEM electrolysis, powered with BECCS, CHP plant with wood chips, included PEM electrolyser construction",0.54844,lci-all,GLO,kilogram,,technosphere,"Hydrogen, gaseous, 25 bar",,,,
"market for wastewater, average",-0.00371,ecoinvent3.8_cutoff,RoW,cubic meter,,technosphere,"wastewater, average",,,,
"market for zeolite, powder",0.0000016,ecoinvent3.8_cutoff,GLO,kilogram,,technosphere,"zeolite, powder",,,,
"market group for electricity, low voltage",0.380066,ecoinvent3.8_cutoff,GLO,kilowatt hour,,technosphere,"electricity, low voltage",,,,
,,,,,,,,,,,
Activity,"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, auto-thermal reforming of natural gas, 25 bar",,,,,,,,,,
comment,"Here we performed energy allocation!
Taken from Medrano-García, J. D.; Charalambous, M. A.; Guillén-Gosálbez, G. Economic and Environmental Barriers of CO2-Based Fischer–Tropsch Electro-Diesel. ACS Sustain. Chem. Eng. 2022, 10 (36), 11751–11759. https://doi.org/10.1021/acssuschemeng.2c01983
Energy allocation
Diesel = 0.39590239
Gasoline = 0.351679186
Kerosene = 0.252418424",,,,,,,,,,
location,GLO,,,,,,,,,,
reference product,diesel production,,,,,,,,,,
type,process,,,,,,,,,,
unit,kilogram,,,,,,,,,,
Exchanges,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,
Butane,0.00000655,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon dioxide, fossil",0.004082,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon monoxide, fossil",8.61E-08,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Cobalt, in ground",0.00000501,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Methane,0.00000011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,,
"Nickel, in ground",0.000000193,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
"Platinum, in ground",1.62E-08,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Propane,0.00000231,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Water, cooling, unspecified natural origin",0.555046,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,,
"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, auto-thermal reforming of natural gas, 25 bar",1,lci-all,GLO,kilogram,,production,diesel production,,,,
"Oxygen, gaseous",1.84876014959459,lci-all,RoW,kilogram,,technosphere,"oxygen, gaseous",,,,
Cooling Water 20-25,30.7951,lci-all,GLO,megajoule,,technosphere,Cooling Water 20-25,,,,
aluminium oxide production,0.00000174,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
aluminium oxide production,0.0000201,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
"carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, with heat pump heat, and grid electricity",3.080121,lci-all,GLO,kilogram,,technosphere,"carbon dioxide, captured from atmosphere",,,,
"hydrogen production, auto-thermal reforming of natural gas, 25 bar",0.54844,lci-all,RER,kilogram,,technosphere,"Hydrogen, gaseous, 25 bar",,,,
"market for wastewater, average",-0.00371,ecoinvent3.8_cutoff,RoW,cubic meter,,technosphere,"wastewater, average",,,,
"market for zeolite, powder",0.0000016,ecoinvent3.8_cutoff,GLO,kilogram,,technosphere,"zeolite, powder",,,,
"market group for electricity, low voltage",0.380066,ecoinvent3.8_cutoff,GLO,kilowatt hour,,technosphere,"electricity, low voltage",,,,
,,,,,,,,,,,
Activity,"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, auto-thermal reforming of natural gas, with CCS (MDEA, 98% eff.), 25 bar",,,,,,,,,,
comment,"Here we performed energy allocation!
Taken from Medrano-García, J. D.; Charalambous, M. A.; Guillén-Gosálbez, G. Economic and Environmental Barriers of CO2-Based Fischer–Tropsch Electro-Diesel. ACS Sustain. Chem. Eng. 2022, 10 (36), 11751–11759. https://doi.org/10.1021/acssuschemeng.2c01983
Energy allocation
Diesel = 0.39590239
Gasoline = 0.351679186
Kerosene = 0.252418424",,,,,,,,,,
location,GLO,,,,,,,,,,
reference product,diesel production,,,,,,,,,,
type,process,,,,,,,,,,
unit,kilogram,,,,,,,,,,
Exchanges,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,
Butane,0.00000655,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon dioxide, fossil",0.004082,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon monoxide, fossil",8.61E-08,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Cobalt, in ground",0.00000501,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Methane,0.00000011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,,
"Nickel, in ground",0.000000193,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
"Platinum, in ground",1.62E-08,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Propane,0.00000231,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Water, cooling, unspecified natural origin",0.555046,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,,
"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, auto-thermal reforming of natural gas, with CCS (MDEA, 98% eff.), 25 bar",1,lci-all,GLO,kilogram,,production,diesel production,,,,
"Oxygen, gaseous",1.84876014959459,lci-all,RoW,kilogram,,technosphere,"oxygen, gaseous",,,,
Cooling Water 20-25,30.7951,lci-all,GLO,megajoule,,technosphere,Cooling Water 20-25,,,,
aluminium oxide production,0.00000174,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
aluminium oxide production,0.0000201,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
"carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, with heat pump heat, and grid electricity",3.080121,lci-all,GLO,kilogram,,technosphere,"carbon dioxide, captured from atmosphere",,,,
"hydrogen production, auto-thermal reforming of natural gas, with CCS (MDEA, 98% eff.), 25 bar",0.54844,lci-all,RER,kilogram,,technosphere,"Hydrogen, gaseous, 25 bar",,,,
"market for wastewater, average",-0.00371,ecoinvent3.8_cutoff,RoW,cubic meter,,technosphere,"wastewater, average",,,,
"market for zeolite, powder",0.0000016,ecoinvent3.8_cutoff,GLO,kilogram,,technosphere,"zeolite, powder",,,,
"market group for electricity, low voltage",0.380066,ecoinvent3.8_cutoff,GLO,kilowatt hour,,technosphere,"electricity, low voltage",,,,
,,,,,,,,,,,
Activity,"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, auto-thermal reforming, from biomethane, 25 bar",,,,,,,,,,
comment,"Here we performed energy allocation!
Taken from Medrano-García, J. D.; Charalambous, M. A.; Guillén-Gosálbez, G. Economic and Environmental Barriers of CO2-Based Fischer–Tropsch Electro-Diesel. ACS Sustain. Chem. Eng. 2022, 10 (36), 11751–11759. https://doi.org/10.1021/acssuschemeng.2c01983
Energy allocation
Diesel = 0.39590239
Gasoline = 0.351679186
Kerosene = 0.252418424",,,,,,,,,,
location,GLO,,,,,,,,,,
reference product,diesel production,,,,,,,,,,
type,process,,,,,,,,,,
unit,kilogram,,,,,,,,,,
Exchanges,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,
Butane,0.00000655,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon dioxide, fossil",0.004082,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon monoxide, fossil",8.61E-08,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Cobalt, in ground",0.00000501,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Methane,0.00000011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,,
"Nickel, in ground",0.000000193,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
"Platinum, in ground",1.62E-08,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Propane,0.00000231,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Water, cooling, unspecified natural origin",0.555046,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,,
"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, auto-thermal reforming, from biomethane, 25 bar",1,lci-all,GLO,kilogram,,production,diesel production,,,,
"Oxygen, gaseous",1.84876014959459,lci-all,RoW,kilogram,,technosphere,"oxygen, gaseous",,,,
Cooling Water 20-25,30.7951,lci-all,GLO,megajoule,,technosphere,Cooling Water 20-25,,,,
aluminium oxide production,0.00000174,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
aluminium oxide production,0.0000201,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
"carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, with heat pump heat, and grid electricity",3.080121,lci-all,GLO,kilogram,,technosphere,"carbon dioxide, captured from atmosphere",,,,
"hydrogen production, auto-thermal reforming, from biomethane, 25 bar",0.54844,lci-all,CH,kilogram,,technosphere,"Hydrogen, gaseous, 25 bar",,,,
"market for wastewater, average",-0.00371,ecoinvent3.8_cutoff,RoW,cubic meter,,technosphere,"wastewater, average",,,,
"market for zeolite, powder",0.0000016,ecoinvent3.8_cutoff,GLO,kilogram,,technosphere,"zeolite, powder",,,,
"market group for electricity, low voltage",0.380066,ecoinvent3.8_cutoff,GLO,kilowatt hour,,technosphere,"electricity, low voltage",,,,
,,,,,,,,,,,
Activity,"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, auto-thermal reforming, from biomethane, with CCS (MDEA, 98% eff.), 25 bar",,,,,,,,,,
comment,"Here we performed energy allocation!
Taken from Medrano-García, J. D.; Charalambous, M. A.; Guillén-Gosálbez, G. Economic and Environmental Barriers of CO2-Based Fischer–Tropsch Electro-Diesel. ACS Sustain. Chem. Eng. 2022, 10 (36), 11751–11759. https://doi.org/10.1021/acssuschemeng.2c01983
Energy allocation
Diesel = 0.39590239
Gasoline = 0.351679186
Kerosene = 0.252418424",,,,,,,,,,
location,GLO,,,,,,,,,,
reference product,diesel production,,,,,,,,,,
type,process,,,,,,,,,,
unit,kilogram,,,,,,,,,,
Exchanges,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,
Butane,0.00000655,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon dioxide, fossil",0.004082,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Carbon monoxide, fossil",8.61E-08,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Cobalt, in ground",0.00000501,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Methane,0.00000011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,,
"Nickel, in ground",0.000000193,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
"Platinum, in ground",1.62E-08,biosphere3,,kilogram,natural resource::in ground,biosphere,,,,,
Propane,0.00000231,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,
"Water, cooling, unspecified natural origin",0.555046,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,,
"diesel production,--carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity--hydrogen production, auto-thermal reforming, from biomethane, with CCS (MDEA, 98% eff.), 25 bar",1,lci-all,GLO,kilogram,,production,diesel production,,,,
"Oxygen, gaseous",1.84876014959459,lci-all,RoW,kilogram,,technosphere,"oxygen, gaseous",,,,
Cooling Water 20-25,30.7951,lci-all,GLO,megajoule,,technosphere,Cooling Water 20-25,,,,
aluminium oxide production,0.00000174,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
aluminium oxide production,0.0000201,ecoinvent3.8_cutoff,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",,,,
"carbon dioxide, captured from atmosphere, with a sorbent-based direct air capture system, with heat pump heat, and grid electricity",3.080121,lci-all,GLO,kilogram,,technosphere,"carbon dioxide, captured from atmosphere",,,,
